Organisation_Match,Sector
HOLLYCOOMBE HEALTHCARE LTD,Healthcare
HOLMER GREEN SENIOR SCHOOL,Education
HOLMHURST CARE HOMES LIMITED,Healthcare
HOLMLEIGH CARE HOMES LIMITED,Healthcare
HOLMWOOD CARE LIMITED,Healthcare
HOLMWOOD HOUSE CARE LIMITED,Healthcare
HOLMWOOD HOUSE HOLDINGS LIMITED,Healthcare
HOLOGEN LIMITED,Technology
HOLT GREEN TRAINING LTD,Education
HOLT PHYSIO LTD,Healthcare
HOLT RETIREMENT LIMITED,Healthcare
HOLY CARE GROUP LTD,Healthcare
HOLY CROSS CATHOLIC MULTI ACADEMY COMPANY,Education
HOLY MISSION OF GURU NANAK,Healthcare
HOLYPORT COLLEGE,Education
HOLYROOD DENTAL CARE LTD,Healthcare
HOLYWELL CARE LIMITED,Healthcare
HOLYWELL CHILDREN'S SERVICES LIMITED,Healthcare
HOME CARE & REHAB LIMITED,Healthcare
HOME CARE FOR YOU LIMITED,Healthcare
HOME CARE SERVICES (NI) LIMITED,Healthcare
HOME CONNECTIONS LETTINGS LIMITED,Technology
HOME COUNTIES CARERS LIMITED,Healthcare
HOME FROM HOME SUPPORT SERVICES LTD,Healthcare
HOME SIGHT UK LTD,Healthcare
HOME SUPPORT MATTERS CIC,Healthcare
HOME SUPPORT SERVICES (HAVERING & ESSEX) LIMITED,Healthcare
HOME SWEET HOME CARE LIMITED,Healthcare
HOME TO HOME CARE SERVICES LTD,Healthcare
HOME VISITING PHYSIOS LTD,Healthcare
HOME'S BEST LTD,Healthcare
HOMEBEECH LIMITED,Healthcare
HOMEBRIDGE CARE GROUP LTD,Healthcare
HOMECARE PARTNERS LIMITED,Healthcare
HOMECARE SOLUTIONS LIMITED,Healthcare
HOMECARE TEAM LTD,Healthcare
HOMECARE WE CARE LTD,Healthcare
HOMECARE1ST LTD,Healthcare
HOMECARING ANGELS LTD,Healthcare
HOMECARINGSERVICES LIMITED,Healthcare
HOMEFIELD PREPARATORY SCHOOL TRUST LIMITED,Education
HOMEHELP (SOLIHULL) LIMITED,Healthcare
HOMELEAD CARE LTD,Healthcare
HOMELINK TECHNOLOGIES,Technology
HOMELOVE CARE LTD,Healthcare
HOMEMED HEALTHCARE LTD,Healthcare
HOMEPEACE LTD,Healthcare
HOMES CARE GROUP LTD,Healthcare
HOMESAINTS LTD,Healthcare
HOMESERVE LIMITED,Finance
HOMESTEAD CARE HOMES LIMITED,Healthcare
HOMESTEAD HOUSE LIMITED,Healthcare
HOMESTEAD SERVICES LIMITED,Healthcare
HOMETRACK DATA SYSTEMS LIMITED,Technology
HOMEY TECHNOLOGY LTD,Technology
HONEST DRIVING SCHOOL LIMITED,Education
HONEY CONSULTANCY LTD,Technology
HONEYBEE HOMECARE LTD,Healthcare
HONEYCOMB CARE LTD,Healthcare
HONEYMAN WATER LIMITED,Engineering
HONEYSYS LTD,Technology
HONEYWELL HEALTH CARE LTD,Healthcare
HONEYWELL LIMITED,Finance
HONOR CARE LIMITED,Healthcare
HOONAR TEKWURKS CONSULTING LIMITED,Technology
HOOPLA DIGITAL LTD,Technology
HOOPP THAMES LIMITED,Finance
HOOYU LTD,Technology
HOPE AND HOMES FOR CHILDREN,Healthcare
HOPE CHILD MINDER LIMITED,Healthcare
HOPE DAY CARE LIMITED,Healthcare
HOPE HOMESTAY LIMITED,Healthcare
HOPE VALLEY CARE HOME LTD,Healthcare
HOPESPARK ACADEMY LTD,Education
HOPEWELL SCHOOL LIMITED,Education
HOPPERS NURSERIES LTD,Healthcare
HOPS HQ LIMITED,Technology
HOPSCOTCH WOMEN'S CENTRE,Healthcare
HORAN POWER ENGINEERING LIMITED,Engineering
HORATIO INVESTMENTS LIMITED,Finance
HORBAX LIMITED,Technology
HORDER HEALTHCARE,Healthcare
HORIBA TEST AUTOMATION LIMITED,Technology
HORIZON CARE (SOUTH WEST) LTD,Healthcare
HORIZON CARE AND EDUCATION SERVICES LIMITED,Healthcare
HORIZON HEALTH LTD,Healthcare
HORIZON HOMECARE (SOUTHERN) LTD,Healthcare
HORIZON SUPPORT SERVICES LIMITED,Education
HORIZON WALK GROUP LIMITED,Technology
HORIZONZ CARE LTD,Healthcare
HORN CUTTING TOOLS LIMITED,Engineering
HORSE POWERTRAIN LIMITED,Finance
HORSFORTH SCHOOL,Education
HORSHAM MONTESSORI LIMITED,Education
HORSTMAN DEFENCE SYSTEMS LIMITED,Engineering
HORTON & ARMITAGE LIMITED,Engineering
HOSAIN'S HEALTH AND HOPE LTD,Healthcare
HOSANA TECHNOLOGIES LIMITED,Technology
HOSPICE IN THE WEALD,Healthcare
HOSPITALITY AND RETAIL SYSTEMS LTD,Technology
HOSTNEXT LTD,Technology
HOSTOLOGY LIMITED,Technology
HOTEL TECHNOLOGY MANAGEMENT (HTM) LTD,Technology
HOTELMAP.COM LIMITED,Technology
HOTSPEC GROUP LTD,Technology
HOTTINGER BRUEL & KJAER UK LTD,Technology
HOULDER LIMITED,Engineering
HOULIHAN LOKEY UK LIMITED,Finance
HOULY LTD,Technology
HOUNSDOWN SCHOOL,Education
HOUNSLOW PRIME CHILDCARE LIMITED,Healthcare
HOURLY SOLUTIONS LTD,Technology
HOUSE OF CARING LTD,Healthcare
HOUSE OF DENTAL GROUP HOLDINGS LTD,Finance
HOUSE OF LEARNING LTD,Education
HOUSEKEEP LIMITED,Technology
HOUZECHECK LIMITED,Technology
HOWARD COURT CARE HOME LIMITED,Healthcare
HOWBOUT LTD,Technology
HOWDEN GROUP HOLDINGS LIMITED,Finance
HOWE BAKER INTERNATIONAL LTD,Engineering
HOWSERV SERVICES LIMITED,Finance
HOWSON CARE CENTRE LIMITED,Healthcare
HOYLAND HALL LIMITED,Healthcare
HOZAH PARKING LIMITED,Technology
HPC LASER LTD,Engineering
HPUROHIT INFRACON LIMITED,Technology
HR WALLINGFORD GROUP LIMITED,Engineering
HRA IT CONSULTANTS & RECRUITERS LTD,Technology
HRTSVC LTD,Technology
HSI UK PTY LTD,Technology
HSS ASSOCIATES LTD,Education
HT PHYSIO LTD,Healthcare
HT SOFTWARE UK LTD,Technology
HUA HSIA CHINESE TUITION LIMITED,Education
HUB PLATFORM TECHNOLOGY PARTNERS LTD,Technology
HUB21 LEARNING UK LIMITED,Technology
HUBBARD PRODUCTS LIMITED,Engineering
HUBBUB FOUNDATION UK,Healthcare
HUBPAY LIMITED,Technology
HUBSPOT UK HOLDINGS LIMITED,Technology
HUC CORPORATION LTD,Technology
HUDSON (LORNE) LIMITED,Healthcare
HUDSON (PITKERRO) LIMITED,Healthcare
HUDSON (SANDIACRE) LIMITED,Healthcare
HUDSON COSMEDIC LIMITED,Healthcare
HUDSON OUTSOURCING LTD,Technology
HUDSON RIVER TRADING EUROPE LTD.,Finance
HUEY GAMES LTD,Technology
HUGEBINARY LTD,Technology
HUGGARD,Healthcare
HUGO TECHNOLOGIES LIMITED,Technology
HUGUENOT SERVICES LIMITED,Technology
HUIENTZ UK LTD,Technology
HUIKANG HEALTHCARE LTD,Healthcare
HULATECH LIMITED,Technology
HULK MARKETING LTD,Technology
HULLSTRAP LTD,Technology
HUM2N LTD,Healthcare
HUMA THERAPEUTICS LIMITED,Technology
HUMAIN LIMITED,Technology
HUMAN AFTER ALL LIMITED,Technology
HUMAN APPEAL,Healthcare
HUMAN BOUNDARY VENTURES LTD,Technology
HUMAN MADE LIMITED,Technology
HUMAN MADE MACHINE LIMITED,Technology
HUMAN RELIEF FOUNDATION,Healthcare
HUMANAYZ LTD,Technology
HUMANICARE LIMITED,Healthcare
HUMBLE AI LIMITED,Technology
HUMBLE HEALTHCARE LIMITED,Healthcare
HUMMINGLE TECHNOLOGY AND MEDIA PRIVATE LIMITED,Technology
HUNDLE & PARTNERS LIMITED,Finance
HUNGARIAN DENTACARE LTD,Healthcare
HUNGRY BEAR GAMING LIMITED,Technology
HUNT GREEN LTD,Healthcare
HUNTER & RABBIT PARTNERS LTD,Technology
HUNTINGDON PROPERTIES LIMITED,Finance
HUNTLEIGH MEDICAL HEALTHCARE LIMITED,Healthcare
HUOZHI LIMITED,Technology
HUQ INDUSTRIES LIMITED,Technology
HURST HALL CARE HOME LIMITED,Healthcare
HUTCHISON 3G UK LIMITED,Technology
HUUMAN KIND CARE LTD,Healthcare
HV ENGINEERING CONSULTANCY LTD,Engineering
HX GROUP LTD,Finance
HX HOLD CO LTD,Finance
HYBRID ACCESS LIMITED,Technology
HYBRID BI SOLUTIONS LIMITED,Technology
HYBRID BUSINESS SOLUTIONS LTD,Technology
HYBRID GASIFICATION LTD,Engineering
HYBRIDAERO LIMITED,Engineering
HYBRIDITEC LTD,Technology
HYCM CAPITAL MARKETS (UK) LIMITED,Finance
HYDAC TECHNOLOGY LIMITED,Engineering
HYDE ACADEMY LTD,Education
HYDE GLOBAL EDUCATION LTD,Education
HYDRAFACT LIMITED,Engineering
HYDRAFORCE HYDRAULICS LIMITED,Engineering
HYDRAPOWER DYNAMICS LIMITED,Engineering
HYDRAS IT LIMITED,Technology
HYDRO BUILDING SYSTEMS UK LIMITED,Engineering
HYDROCORE LIMITED,Engineering
HYDSOFT (UK) LTD,Technology
HYLAND EDGAR DRIVER LIMITED,Engineering
HYLAND UK OPERATIONS LIMITED,Technology
HYLANDS HOUSE CARE LTD,Healthcare
HYNT LABS LIMITED,Technology
HYOSUNG UK LIMITED,Engineering
HYPECORE LTD,Healthcare
HYPER APPS LTD,Technology
HYPER TALENT SOLUTIONS LTD,Technology
HYPERCRITICAL LIMITED,Engineering
HYPEREXPONENTIAL LTD,Technology
HYPERGEN LTD,Engineering
HYPERGLANCE LIMITED,Technology
HYPERION SYSTEMS LIMITED,Technology
HYPERLAYER LIMITED,Technology
HYPEROPTIC LTD,Technology
HYPHA DISCOVERY LIMITED,Engineering
HYPUS LTD,Technology
HYRAN TECHNOLOGIES LTD,Technology
HYSERVE LIMITED,Engineering
HYUNDAI CAPITAL UK LIMITED,Finance
HYVE LIMITED,Technology
HZ POWER LIMITED,Engineering
I & S CHILDCARE LTD,Education
I CARE SERVICE NORFOLK LTD,Healthcare
I D DESIGN LIMITED,Technology
I D P ENGINEERING CONSULTANCY UK LTD,Engineering
I DIRECT INDEPENDENT LIVING LIMITED,Healthcare
I LOVE COFFEE ROASTING UK LTD,Education
I M DEN LIMITED,Healthcare
I M SMILE LTD,Healthcare
I NEED AN EXPERT LIMITED,Technology
I SOLUTION TECHNOLOGY LTD,Technology
I&T SERVICES LIMITED,Technology
I-BITZ SOLUTIONS LIMITED,Technology
I-CARE RELIABILITY UK LIMITED,Technology
I-COST LTD,Technology
I-SMILE CLINIC LTD,Healthcare
I-SWARM DECISIONS LIMITED,Technology
I-TELERAD UK LIMITED,Healthcare
I.DENTICLE LTD,Healthcare
I.T. DEV LIMITED,Technology
I.V CARE LTD,Healthcare
I3A SOLUTIONS LIMITED,Technology
IA COMPUTERS & SERVICES LIMITED,Technology
IACADEMY INTERNATIONAL LTD,Education
IAM CAPITAL GROUP LTD,Finance
IAM TECH LIMITED,Technology
IAM TECHNOLOGY GROUP LIMITED,Technology
IAME LTD,Technology
IBANFIRST LIMITED,Finance
IBASE SOFTWARE SOLUTIONS PVT LIMITED,Technology
IBASIS EUROPE LIMITED,Technology
IBCOS COMPUTERS LTD,Technology
IBITS R LIMITED,Technology
IBIZNET SERVICES LTD,Technology
IBRAHIM & RAYAN TECHNOLOGIES LTD,Technology
IBRAINERS LTD,Technology
IBSHO CARE LIMITED,Healthcare
IBSTOCK PLACE SCHOOL,Education
IBT MEDIA LTD,Technology
IBU CONSULTING LTD,Technology
IC CONSULT UK LIMITED,Technology
ICAPITAL UK INTERNATIONAL LIMITED,Technology
ICAPS ENTERPRISES LIMITED,Healthcare
ICARE DENTAL LTD,Healthcare
ICARE HEALTH PROFESSIONALS LTD,Healthcare
ICARE LIVING LIMITED,Healthcare
ICARE RESOURCE LIMITED,Healthcare
ICARE SOLUTIONS NW LTD,Healthcare
ICARE SOLUTIONS WIRRAL LTD,Healthcare
ICAREER CONSULTANCY UK LTD,Education
ICBC STANDARD BANK PLC,Finance
ICE DATA SERVICES EUROPE LIMITED,Technology
ICE SUPPORT LIMITED,Technology
ICE TRAVEL GROUP LIMITED,Technology
ICEBERG IDEAS LIMITED,Technology
ICEBRG LIMITED,Technology
ICEDE SOLUTIONS LIMITED,Technology
ICEN RISK LIMITED,Finance
ICENI GLYCOSCIENCE LIMITED,Engineering
ICENI LABS LIMITED,Engineering
ICEYE INFORMATION SOLUTIONS UK LTD,Technology
ICG PLC,Finance
ICIC ASSOCIATES LONDON LTD,Engineering
ICICI BANK UK PLC,Finance
ICIT BUSINESS INTELLIGENCE LIMITED,Technology
ICKNIELD HIGH SCHOOL,Education
ICM CAPITAL LIMITED,Finance
ICMP MANAGEMENT LIMITED,Education
ICNH LTD,Technology
ICO PARTNERS LIMITED,Technology
ICON CLINICAL (UK) LIMITED,Technology
ICON CORPORATE FINANCE LIMITED,Finance
ICONIQ INNOVATION LTD,Engineering
ICONNECT DIGITAL SOLUTIONS LTD,Technology
ICOUPON GLOBAL LIMITED,Technology
ICR PUBLICATIONS LTD,Technology
ICREON UK LTD,Technology
ICRIT HEALTHCARE LIMITED,Healthcare
ICROSSING LIMITED,Technology
ICSS LTD,Engineering
ICTS EUROPE SYSTEMS LIMITED,Technology
ICUK CORPORATION LIMITED,Finance
ICYBERDEFENCE LIMITED,Technology
IDALTU LIMITED,Technology
IDAQ LIMITED,Technology
IDASH SOLUTIONS LIMITED,Technology
IDATAMAZE LIMITED,Technology
IDC UK LIMITED,Technology
IDEA INFINITY LTD,Technology
IDEABEAN SOFTWARE TECHNOLOGY LTD,Technology
IDEAL CENTRE HULL LIMITED,Education
IDEAL HOME CARE LTD,Healthcare
IDEAL SMILE LIMITED,Healthcare
IDEAL SOLUTIONS MEDIA AND TECHNOLOGY LTD,Technology
IDEALISTIC FINANCIAL SERVICES LTD,Finance
IDEALS SOLUTIONS GROUP LIMITED,Technology
IDEMS INTERNATIONAL COMMUNITY INTEREST COMPANY,Technology
IDENFO LIMITED,Technology
IDENTIFYMOBILE LIMITED,Technology
IDENTITY CARE HOUSING LTD,Healthcare
IDES GLOBAL LIMITED,Engineering
IDNOW UK LIMITED,Technology
IDP CONNECT LTD,Technology
IDP LANDSCAPE LTD,Engineering
IDP WEST MIDLANDS LIMITED,Engineering
IDR SOLUTIONS LIMITED,Technology
IDS LOGIC UK LIMITED,Technology
IDS TECHNOLOGY LIMITED,Technology
IDUNA OMA LIMITED,Finance
IEDUCATION LIMITED,Education
IEMS LONDON LIMITED,Education
IESO DIGITAL HEALTH LIMITED,Healthcare
IEXPAND CONSULTANCY SERVICES LIMITED,Technology
IFAST GLOBAL BANK LIMITED,Finance
IFINITY GLOBAL LTD,Technology
IFM INVESTORS (UK) LTD,Finance
IFOR WILLIAMS TRAILERS LIMITED,Engineering
IFORMIS LIMITED,Technology
IFSA UK LIMITED,Education
IG GROUP HOLDINGS PLC,Finance
IGENIE LIMITED,Technology
IGNISNOVA LIMITED,Technology
IGNITE HEALTH CARE LTD,Healthcare
IGNITE INNOVATIONS LIMITED,Technology
IGNITER100 UK LTD,Technology
IGNOTA LABS LIMITED,Engineering
IGNYTO LIMITED,Technology
IGOTFIXED LIMITED,Engineering
IGRID TECHNOLOGY CONSULTING LTD,Engineering
IGUANA INVESTMENTS LTD,Finance
IHH-VAC LIMITED,Engineering
IHS AFRICA (UK) LIMITED,Technology
IHS GLOBAL LIMITED,Finance
IHSS LIMITED,Healthcare
IIH GLOBAL LIMITED,Technology
IIJ EUROPE LIMITED,Technology
IIT SOFTWARE LIMITED,Technology
IJP CORPORATION LTD,Engineering
IKEM'S CARE LIMITED,Healthcare
IKEN BUSINESS LTD,Technology
IKIGAI DATA LTD,Technology
IKIRU PEOPLE LIMITED,Technology
IKM TESTING UK LIMITED,Engineering
IKNOW TECHNOLOGY UK LTD,Technology
IKON SCIENCE LIMITED,Technology
IKSYSTEMS LIMITED,Technology
IKUBE LIMITED,Technology
IKUE LIMITED,Technology
ILEARN INTERNATIONAL LIMITED,Education
ILFORD HOMES LIMITED,Healthcare
ILFORD ISLAMIC CENTRE LIMITED,Healthcare
ILIKA TECHNOLOGIES LTD,Engineering
ILLIQUIDX LIMITED,Finance
ILLUMINA CAMBRIDGE LIMITED,Engineering
ILLUMINANCE FOSTERING SERVICES LTD,Healthcare
ILLUMINATE FINANCIAL MANAGEMENT LTD,Finance
ILLUMINATE MINDS TRUST,Education
ILLUMINET SOLUTIONS LIMITED,Technology
ILM-ORNATE LANE LTD,Technology
ILP UK HOLDINGS LTD,Finance
ILS GLOBAL LTD,Education
IM AUTOMATION SYSTEMS LIMITED,Engineering
IMA SWIFTPACK LIMITED,Engineering
IMAD SARAFI LTD,Finance
IMAGEFAST LIMITED,Technology
IMAGINAL WAYS LTD,Healthcare
IMAGINATAL SERVICES LTD,Healthcare
IMAGINATION TECHNOLOGIES LIMITED,Technology
IMAGINE MORTGAGES LIMITED,Finance
IMAGINERA LIMITED,Technology
IMAGINETEC LTD,Technology
IMAGO PUBLISHING LIMITED,Technology
IMAKER GROUP LIMITED,Engineering
IMANAGE EMEA LIMITED,Technology
IMANOVA LIMITED,Healthcare
IMAP CENTRE LIMITED,Education
IMAXX LIMITED,Engineering
IMC LONDON LIMITED,Finance
IMEC CAMBRIDGE UK LIMITED,Engineering
IMERSIFI LIMITED,Technology
IMET HEALTHCARE LTD,Healthcare
IMF MANAGEMENT LIMITED,Education
IMI (GB) LIMITED,Education
IMI PUBLISHING LTD.,Technology
IMLINK LIMITED,Technology
IMMEDIATE MEDIA COMPANY LIMITED,Technology
IMMEDIATE QUALITY CARE (IQC) LTD,Healthcare
IMMERSELY LIMITED,Technology
IMMERSIFY EDUCATION LTD,Education
IMMERSIONN LIMITED,Technology
IMMERSIVE GROUP GAMING LTD,Finance
IMMERSIVE MOBILE DESIGNS PVT LTD,Technology
IMMUNOCORE LIMITED,Engineering
IMMUNODIAGNOSTIC SYSTEMS HOLDINGS LIMITED,Healthcare
IMPACT ACADEMY LIMITED,Education
IMPACT CARE LIMITED,Healthcare
IMPACT CARE-UK LIMITED,Healthcare
IMPACT CHILDCARE AND EDUCATION LTD,Healthcare
IMPACT CUBED LIMITED,Finance
IMPACT DATA METRICS LTD,Technology
IMPACT MULTI ACADEMY TRUST,Education
IMPACT PROFESSIONAL SOLUTIONS LTD,Technology
IMPACT SOCIAL VALUE REPORTING LTD,Technology
IMPACT WOMEN NETWORK CIC,Education
IMPACTABLE INVESTMENT GROUP LTD,Finance
IMPACTED LIMITED,Technology
IMPALA ENGINEERING LTD,Engineering
IMPEL COLLEGE OF LONDON LTD,Education
IMPELSYS LTD,Technology
IMPERF CONSULTING LIMITED,Technology
IMPERIAL CARE CONSORTIUM LTD,Healthcare
IMPERIAL CARE HCS LTD,Healthcare
IMPERIAL CONSULTANCY SERVICES PVT. LTD,Technology
IMPERIAL DENTAL GROUP LIMITED,Healthcare
IMPERIAL EMPLOYMENT RESOURCES LTD,Technology
IMPERIAL IT BUSINESS SOLUTIONS LTD,Technology
IMPERIAL LEARNING LTD,Education
IMPERIAL OAK SCHOOL LIMITED,Education
IMPERIAL OAKS LTD,Education
IMPERIAL THERMAL ENGINEERING LTD,Engineering
IMPERIUM DRIVE LTD,Technology
IMPETUS - THE PRIVATE EQUITY FOUNDATION,Healthcare
IMPLANT&DENTAL PRACTICES UK LIMITED,Healthcare
IMPLANTSSCOTLAND LTD,Healthcare
IMPLEX SOLUTIONS LTD,Technology
IMPRESSION HEALTH AND SUPPORT UK LTD,Healthcare
IMPRESSION LOOKOUT LTD,Technology
IMPRESSION SERVICES LTD,Healthcare
IMPRESSIONS ORTHODONTICS LIMITED,Healthcare
IMPULSE INNOVATIONS LIMITED,Technology
IMRAN MUSHTAQ LTD,Healthcare
IN DEEP GEEK LIMITED,Technology
IN TOTO ED LTD,Education
IN&EDIT UK LIMITED,Engineering
IN-OVO FERTILITY CLINICS LTD,Healthcare
IN-PART PUBLISHING LTD,Technology
IN-SITU MACHINING SOLUTIONS (UK) LIMITED,Engineering
IN-TECH GROUP LTD,Engineering
IN-WORKFORCE LTD,Technology
IN4.0 ACCESS LIMITED,Engineering
IN8 EXPRESSIONS LIMITED,Healthcare
IN8INITY GLOBAL LIMITED,Technology
INCARD LTD,Technology
INCELL BUILD & DESIGN LTD,Technology
INCEPTEO LTD,Technology
INCHWISE EDTECH LTD,Technology
INCLUSION CARE LTD,Healthcare
INCLUSION INDEPENDENCE LIMITED,Healthcare
INCLUSIVE CHILDREN SERVICES LTD,Healthcare
INCLUSIVE COMMUNITIES LIMITED,Education
INCLUSIVE EDUCATION TRUST,Education
INCONTROL SYSTEMS LIMITED,Engineering
INCRED GLOBAL WEALTH LIMITED,Finance
INCTURE TECHNOLOGY LIMITED,Technology
INCYAN LIMITED,Technology
INDEJUICE LIMITED,Technology
INDEPENDENCE-DEVELOPMENT LTD,Healthcare
INDEPENDENT BROKING SOLUTIONS LIMITED,Finance
INDEPENDENT DIGITAL NEWS AND MEDIA LIMITED,Technology
INDEPENDENT FLEET CARE LTD,Engineering
INDEPENDENT LIFESTYLE OPTIONS LTD,Healthcare
INDEPENDENT PHYSIO LTD,Healthcare
INDEPENDENT SUPPORT & CARE LTD,Healthcare
INDEPENDENT SUPPORTED LIVING AND DISABILITIES LTD,Healthcare
INDEPENDENT TECHNOLOGY SYSTEMS LIMITED,Technology
INDEX EXCHANGE LIMITED,Technology
INDEX LEARNING LTD,Education
INDIA INFRASTRUCTURE FINANCE COMPANY (UK) LIMITED,Finance
INDIGO LANDSCAPE ARCHITECTS LIMITED,Engineering
INDIGO PLATFORM LIMITED,Technology
INDIGO TELECOM GROUP LIMITED,Technology
INDIVIDUALISED CARE LTD,Healthcare
INDKONCISE TEK LIMITED,Technology
INDOAMERICAN REFUGEE AND MIGRANT ORGANISATION,Healthcare
INDRA RENEWABLE TECHNOLOGIES LIMITED,Engineering
INDUCTION HEALTHCARE (UK) LIMITED,Technology
INDUCTOTHERM EUROPE LIMITED,Engineering
INDULGE MEDIA UK LIMITED,Technology
INDUSTRIAL BELTING INTERNATIONAL LIMITED,Engineering
INDUSTRIAL INKJET LTD,Engineering
INDUSTRIAL OUTSOURCING LIMITED,Engineering
INELTRON SOLUTIONS UK LTD,Engineering
INEO NUCLEAR UK LTD,Engineering
INETIC LIMITED,Engineering
INETUM DIGITAL SERVICES UK LIMITED,Technology
INFASERV LIMITED,Technology
INFERVISION UK LTD,Technology
INFINIGATE HLD UK LIMITED,Finance
INFINITE BUSINESS SOLUTIONS LTD,Technology
INFINITE COMPUTER SOLUTIONS LIMITED,Technology
INFINITE FINANCE LONDON LIMITED,Finance
INFINITE PEARL LTD,Technology
INFINITE SOCIAL CARE LTD,Healthcare
INFINITI HEALTHCARE LTD,Healthcare
INFINITOPES LIMITED,Engineering
INFINITY CARE SOLUTIONS LTD,Healthcare
INFINITY ELEVATOR LIMITED,Engineering
INFINITY FINANCIALS LIMITED,Finance
INFINITY FIRE AND SECURITY LTD,Technology
INFINITY FOSTER CARE LTD,Healthcare
INFINITY INVESTMENT PARTNERS LIMITED,Finance
INFINITY IT GROUP LTD,Technology
INFINITY NATION LTD,Technology
INFINITY NEXUS TECH LTD,Technology
INFINITY SERVICES (UK) LIMITED,Healthcare
INFINOX CAPITAL LIMITED,Finance
INFINOX LTD,Finance
INFIOS U.K. LTD,Technology
INFLO GROUP LIMITED,Technology
INFO MINDS LTD,Technology
INFOBRIC LIMITED,Technology
INFOCEPTS LIMITED,Technology
INFOCUS CONSULTANTS LIMITED,Technology
INFOHEALTH SOLUTIONS LIMITED,Technology
INFOLOGIX IT SERVICES LTD,Technology
INFOLYTICS LIMITED,Technology
INFOMENTUM LIMITED,Technology
INFOMINERS LTD,Technology
INFONIX SOLUTIONS LTD,Technology
INFONOVA SOLUTIONS LIMITED,Technology
INFOOBJECTS LIMITED,Technology
INFOPLUS TECHNOLOGIES UK LIMITED,Technology
INFORICA LTD,Technology
INFORM HEALTH LIMITED,Technology
INFORMA UK LIMITED,Technology
INFORMATION EDGE LIMITED,Technology
INFORMATION SERVICES CONSULTING LIMITED,Technology
INFORMATION TECH CONSULTANTS LTD,Technology
INFORMATION TECHNOLOGIES LIMITED,Technology
INFORMED SOLUTIONS LIMITED,Technology
INFORTECORP SOLUTIONS LIMITED,Technology
INFORTREND EUROPE LIMITED,Technology
INFOSEC K2K LTD,Technology
INFOSECWORLD LIMITED,Technology
INFOSIGHT CONSULTING GROUP LTD,Technology
INFOSOFT DYNAMICS LTD,Technology
INFOSTASH LTD,Technology
INFOSUM LIMITED,Technology
INFOSYS TECH SOLUTIONS LTD,Technology
INFOTECH SYSTEM SOLUTIONS LIMITED,Technology
INFOTECH WEB TECHNOLOGIES LIMITED,Technology
INFOTECHTION LIMITED,Technology
INFOTEL UK CONSULTING LTD,Technology
INFOWAVE SOLUTIONS LTD,Technology
INFOWEB CONSULTING LTD,Technology
INFRAEXCEL LIMITED,Technology
INFRAFLEX LTD,Technology
INFRARED LIMITED,Technology
INFRASECURE LIMITED,Technology
INFRASOFT TECHNOLOGIES LIMITED,Technology
INFRASTRUCTURE PROJECTS SERVICES LTD,Engineering
INFUSE CONSULTING LIMITED,Technology
INFYOS LTD,Technology
INFYTERA SOLUTIONS LIMITED,Technology
INGAGE IR LIMITED,Technology
INGENI SOLUTIONS LIMITED,Engineering
INGENTA UK LIMITED,Technology
INGENUITY DIGITAL LIMITED,Technology
INGHAM HOUSE LIMITED,Healthcare
INGLEMAN LIMITED,Technology
INGLEPARK LIMITED,Engineering
INGLETONE LIMITED,Technology
INGNITY LTD,Technology
INHABEO LIMITED,Finance
INHAF LTD,Technology
INHERENT LABORATORIES LTD,Technology
INHERITING EARTH LIMITED,Engineering
INIGO LIMITED,Finance
INIVATA LIMITED,Engineering
INJECTION SPECIALIST LTD,Engineering
INK NETWORKS LIMITED,Technology
INLE LTD,Technology
INMARSAT GLOBAL LIMITED,Technology
INNDEX LIMITED,Technology
INNI LTD,Technology
INNO EMENU LTD,Technology
INNO-BI SERVICES LTD,Technology
INNOCARE LIMITED,Healthcare
INNOLAB IT LTD,Technology
INNON ENERGY LTD.,Technology
INNOVA CARE LIMITED,Healthcare
INNOVA HEALTHCARE UK LTD,Healthcare
INNOVATE ADHD LTD,Technology
INNOVATE COMPLEX CARE SERVICES LTD,Healthcare
INNOVATE42 LTD,Technology
INNOVATIFY LTD,Technology
INNOVATION CONSULTING AND SOLUTIONS LTD,Technology
INNOVATION IT CONSULTING LIMITED,Technology
INNOVATION TECHNOLOGY AND BUSINESS SOLUTIONS LIMITED,Technology
INNOVATIONS24 LIMITED,Healthcare
INNOVATIVE AUTOMATED SOLUTIONS LTD,Engineering
INNOVATIVE IT SERVICES LIMITED,Technology
INNOVATIVE PRODUCT DEVELOPMENT DESK LIMITED,Engineering
INNOVATIVE SAFETY SYSTEMS LIMITED,Engineering
INNOVATIVE START LIMITED,Healthcare
INNOVATIVE TEAM SOLUTIONS LTD,Technology
INNOVATUS TELECOM SERVICES LIMITED,Technology
INNOVENT TECHNOLOGY LIMITED,Technology
INNOVERV GLOBAL SOLUTIONS LTD,Technology
INNOVEZ LIMITED,Technology
INNOVIEX LIMITED,Technology
INNOVIS CONSULTING LIMITED,Engineering
INNOVIX IT SOLUTIONS LIMITED,Technology
INNOVIZ LIMITED,Technology
INNOVO HOLDING LIMITED,Finance
INNOWAVE-TECH LIMITED,Technology
INNOWISE SOLUTIONS LIMITED,Technology
INNOWOOD LIMITED,Healthcare
INNTECH SERVICES LTD,Technology
INNVOTEC LIMITED,Finance
INNWOWO LTD,Technology
INOMED NEUROCARE LIMITED,Healthcare
